행정구역,2020년04월_총인구수,Column1
전라남도 고흥군 도양읍소록출장소(4677025400),620,
전라남도 고흥군 도양읍시산출장소(4677025500),227,
전라남도 고흥군 풍양면(4677031000),3214,
전라남도 고흥군 도덕면(4677032000),2973,
전라남도 고흥군 금산면(4677033000),4422,
전라남도 고흥군 도화면(4677034000),3948,
전라남도 고흥군 포두면(4677035000),5002,
전라남도 고흥군 봉래면(4677036000),1913,
전라남도 고흥군 점암면(4677037000),2648,
전라남도 고흥군 과역면(4677038000),3375,
전라남도 고흥군 남양면(4677039000),2346,
전라남도 고흥군 동강면(4677040000),3137,
전라남도 고흥군 대서면(4677041000),2318,
전라남도 고흥군 두원면(4677042000),3124,
전라남도 고흥군 영남면(4677044000),1308,
전라남도 고흥군 동일면(4677045000),1513,
전라남도 보성군 (4678000000),41135,
전라남도 보성군 보성읍(4678025000),9259,
전라남도 보성군 벌교읍(4678025300),12177,
전라남도 보성군 노동면(4678031000),1118,
전라남도 보성군 미력면(4678032000),1430,
전라남도 보성군 겸백면(4678033000),1188,
전라남도 보성군 율어면(4678034000),1212,
전라남도 보성군 복내면(4678035000),1706,
전라남도 보성군 문덕면(4678036000),897,
전라남도 보성군 조성면(4678037000),3823,
전라남도 보성군 득량면(4678038000),2844,
전라남도 보성군 득량면예당출장소(4678038500),1293,
전라남도 보성군 회천면(4678039000),3087,
전라남도 보성군 웅치면(4678040000),1101,
전라남도 화순군 (4679000000),62510,
전라남도 화순군 화순읍(4679025000),39040,
전라남도 화순군 한천면(4679031000),941,
전라남도 화순군 한천면영외출장소(4679031500),430,
전라남도 화순군 춘양면(4679032000),1826,
전라남도 화순군 청풍면(4679033000),1033,
전라남도 화순군 이양면(4679034000),1820,
전라남도 화순군 능주면(4679035000),3288,
전라남도 화순군 도곡면(4679036000),2837,
전라남도 화순군 도암면(4679037000),1452,
전라남도 화순군 이서면(4679038000),981,
전라남도 화순군 백아면(4679039500),1590,
전라남도 화순군 동복면(4679040000),1629,
전라남도 화순군 사평면(4679041500),2176,
전라남도 화순군 동면(4679042000),3467,
전라남도 장흥군 (4680000000),38225,
전라남도 장흥군 장흥읍(4680025000),15537,
전라남도 장흥군 관산읍(4680025300),5043,
전라남도 장흥군 대덕읍(4680025600),3489,
전라남도 장흥군 용산면(4680031000),2374,
전라남도 장흥군 안양면(4680032000),2881,
전라남도 장흥군 장동면(4680033000),1305,
전라남도 장흥군 장평면(4680034000),2126,
전라남도 장흥군 유치면(4680035000),1122,
전라남도 장흥군 부산면(4680036000),1468,
전라남도 장흥군 회진면(4680037000),2880,
전라남도 강진군 (4681000000),35054,
전라남도 강진군 강진읍(4681025000),13910,
전라남도 강진군 군동면(4681031000),4237,
전라남도 강진군 칠량면(4681032000),2383,
전라남도 강진군 대구면(4681033000),1172,
전라남도 강진군 도암면(4681034000),2567,
전라남도 강진군 신전면(4681035000),1845,
전라남도 강진군 성전면(4681036000),2855,
전라남도 강진군 작천면(4681037000),1888,
전라남도 강진군 병영면(4681038000),1684,
전라남도 강진군 옴천면(4681039000),670,
전라남도 강진군 마량면(4681040000),1843,
전라남도 해남군 (4682000000),69649,
전라남도 해남군 해남읍(4682025000),24841,
전라남도 해남군 삼산면(4682031000),3006,
전라남도 해남군 화산면(4682032000),3315,
전라남도 해남군 현산면(4682033000),2902,
전라남도 해남군 송지면(4682034000),6280,
전라남도 해남군 북평면(4682035000),2874,
전라남도 해남군 북일면(4682036000),2045,
전라남도 해남군 옥천면(4682037000),3069,
전라남도 해남군 계곡면(4682038000),2202,
전라남도 해남군 마산면(4682039000),2467,
전라남도 해남군 황산면(4682040000),4942,
전라남도 해남군 산이면(4682041000),3897,
전라남도 해남군 문내면(4682042000),4135,
전라남도 해남군 화원면(4682043000),3674,
전라남도 영암군 (4683000000),54229,
전라남도 영암군 영암읍(4683025000),8357,
전라남도 영암군 삼호읍(4683025300),14884,
전라남도 영암군 삼호읍서부출장소(4683025400),6709,
전라남도 영암군 덕진면(4683031000),1905,
전라남도 영암군 금정면(4683032000),2082,
전라남도 영암군 신북면(4683033000),3842,
전라남도 영암군 시종면(4683034000),3649,
전라남도 영암군 도포면(4683035000),2309,
전라남도 영암군 군서면(4683036000),3227,
전라남도 영암군 서호면(4683037000),1960,
전라남도 영암군 학산면(4683038000),2996,
전라남도 영암군 미암면(4683039000),2309,
전라남도 무안군 (4684000000),81412,
전라남도 무안군 무안읍(4684025000),10794,
전라남도 무안군 일로읍(4684025300),6601,
전라남도 무안군 삼향읍(4684025600),5652,
전라남도 무안군 삼향읍남악출장소(4684025800),33878,
전라남도 무안군 몽탄면(4684032000),3130,
전라남도 무안군 청계면(4684033000),6427,
전라남도 무안군 현경면(4684034000),4746,
전라남도 무안군 망운면(4684035000),2061,
전라남도 무안군 해제면(4684036000),5100,
전라남도 무안군 운남면(4684037000),3023,
전라남도 함평군 (4686000000),32519,
전라남도 함평군 함평읍(4686025000),8559,
전라남도 함평군 손불면(4686031000),3429,
전라남도 함평군 신광면(4686032000),1912,
전라남도 함평군 학교면(4686033000),3933,
전라남도 함평군 엄다면(4686034000),1938,
전라남도 함평군 대동면(4686035000),3161,
전라남도 함평군 나산면(4686036000),2909,
전라남도 함평군 해보면(4686037000),2917,
전라남도 함평군 월야면(4686038000),3761,
전라남도 영광군 (4687000000),53539,
전라남도 영광군 영광읍(4687025000),21919,
전라남도 영광군 백수읍(4687025300),4799,
전라남도 영광군 홍농읍(4687025600),7034,
전라남도 영광군 대마면(4687031000),1805,
전라남도 영광군 묘량면(4687032000),1788,
전라남도 영광군 불갑면(4687033000),1377,
전라남도 영광군 군서면(4687034000),2407,
전라남도 영광군 군남면(4687035000),2409,
전라남도 영광군 염산면(4687036000),4079,
전라남도 영광군 법성면(4687037000),5327,
전라남도 영광군 낙월면(4687038000),408,
전라남도 영광군 낙월면안마출장소(4687038500),187,
전라남도 장성군 (4688000000),45325,
전라남도 장성군 장성읍(4688025000),13656,
전라남도 장성군 진원면(4688031000),3649,
전라남도 장성군 남면(4688032000),3736,
전라남도 장성군 동화면(4688033000),1870,
전라남도 장성군 삼서면(4688034000),3635,
전라남도 장성군 삼계면(4688035000),6458,
전라남도 장성군 황룡면(4688036000),4171,
전라남도 장성군 서삼면(4688037000),1564,
전라남도 장성군 북일면(4688038000),1415,
전라남도 장성군 북이면(4688039000),2906,
전라남도 장성군 북하면(4688040000),2265,
전라남도 완도군 (4689000000),50351,
전라남도 완도군 완도읍(4689025000),18355,
전라남도 완도군 금일읍(4689025300),3770,
전라남도 완도군 노화읍(4689025600),4475,
전라남도 완도군 노화읍넙도출장소(4689029000),787,
전라남도 완도군 군외면(4689031000),3329,
전라남도 완도군 신지면(4689032000),3496,
전라남도 완도군 고금면(4689033000),4314,
전라남도 완도군 약산면(4689034000),2388,
전라남도 완도군 청산면(4689035000),2102,
전라남도 완도군 청산면모도출장소(4689035500),228,
전라남도 완도군 소안면(4689036000),2579,
전라남도 완도군 금당면(4689037000),998,
전라남도 완도군 보길면(4689038000),2697,
전라남도 완도군 생일면(4689039000),833,
전라남도 진도군 (4690000000),30511,
전라남도 진도군 진도읍(4690025000),10559,
전라남도 진도군 군내면(4690031000),3068,
전라남도 진도군 고군면(4690032000),3681,
전라남도 진도군 의신면(4690033000),3516,
전라남도 진도군 임회면(4690034000),3464,
전라남도 진도군 지산면(4690035000),3236,
전라남도 진도군 조도면(4690036000),2352,
전라남도 진도군 조도면가사출장소(4690036500),279,
전라남도 진도군 조도면거차출장소(4690036600),356,
전라남도 신안군 (4691000000),39745,
전라남도 신안군 지도읍(4691025000),4351,
전라남도 신안군 지도읍선도출장소(4691025100),253,
전라남도 신안군 압해읍(4691025300),5929,
전라남도 신안군 압해읍매화출장소(4691025400),253,
전라남도 신안군 압해읍고이도출장소(4691025500),225,
전라남도 신안군 증도면(4691031000),1522,
전라남도 신안군 증도면병풍출장소(4691031500),328,
전라남도 신안군 임자면(4691032000),3232,
전라남도 신안군 자은면(4691033000),2276,
전라남도 신안군 비금면(4691034000),3591,
전라남도 신안군 도초면(4691035000),2580,
전라남도 신안군 도초면우이도출장(4691035500),219,
전라남도 신안군 흑산면(4691036000),2383,
전라남도 신안군 흑산면가거도출장(4691036500),459,
전라남도 신안군 흑산면태도출장소(4691036600),224,
전라남도 신안군 흑산면홍도출장소(4691036700),526,
전라남도 신안군 흑산면대둔도출장(4691036800),333,
전라남도 신안군 하의면(4691037000),1788,
전라남도 신안군 신의면(4691038000),1584,
전라남도 신안군 장산면(4691039000),1601,
전라남도 신안군 안좌면(4691040000),2746,
전라남도 신안군 안좌면자라출장소(4691040500),289,
전라남도 신안군 팔금면(4691041000),1003,
전라남도 신안군 암태면(4691042000),2050,
경상북도  (4700000000),2651054,
경상북도 포항시 (4711000000),505209,
경상북도 포항시 남구 (4711100000),232620,
경상북도 포항시 남구 구룡포읍(4711125000),7771,
경상북도 포항시 남구 연일읍(4711125300),31157,
경상북도 포항시 남구 오천읍(4711125600),54683,
경상북도 포항시 남구 대송면(4711131000),3603,
경상북도 포항시 남구 동해면(4711132000),9974,
경상북도 포항시 남구 장기면(4711133000),4180,
경상북도 포항시 남구 호미곶면(4711135000),1930,
경상북도 포항시 남구 상대동(4711152500),25357,
경상북도 포항시 남구 해도동(4711154500),17657,
경상북도 포항시 남구 송도동(4711155000),12812,
경상북도 포항시 남구 청림동(4711156000),4853,
경상북도 포항시 남구 제철동(4711157000),2960,
경상북도 포항시 남구 효곡동(4711158000),30703,
경상북도 포항시 남구 대이동(4711159000),24980,
경상북도 포항시 북구 (4711300000),272589,
경상북도 포항시 북구 흥해읍(4711325000),40612,
경상북도 포항시 북구 신광면(4711331000),2870,
경상북도 포항시 북구 청하면(4711332000),4891,
경상북도 포항시 북구 송라면(4711333000),2554,
경상북도 포항시 북구 기계면(4711334000),5030,
경상북도 포항시 북구 죽장면(4711335000),2129,
경상북도 포항시 북구 죽장면상옥출장소(4711335500),602,
경상북도 포항시 북구 기북면(4711336000),1286,
경상북도 포항시 북구 중앙동(4711352000),15977,
경상북도 포항시 북구 양학동(4711363000),17433,
경상북도 포항시 북구 죽도동(4711365500),19988,
경상북도 포항시 북구 용흥동(4711366500),22647,
경상북도 포항시 북구 우창동(4711368000),32034,
경상북도 포항시 북구 두호동(4711369000),22460,
경상북도 포항시 북구 장량동(4711370000),72467,
경상북도 포항시 북구 환여동(4711371000),9609,
경상북도 경주시 (4713000000),254225,
경상북도 경주시 감포읍(4713025000),5576,
경상북도 경주시 안강읍(4713025300),25524,
경상북도 경주시 건천읍(4713025600),9614,
경상북도 경주시 외동읍(4713025900),19016,
경상북도 경주시 양북면(4713031000),4368,
경상북도 경주시 양남면(4713032000),6293,
경상북도 경주시 내남면(4713033000),4815,
경상북도 경주시 산내면(4713034000),3283,
경상북도 경주시 서면(4713035000),3273,
경상북도 경주시 현곡면(4713036000),21976,
경상북도 경주시 강동면(4713037000),6458,
경상북도 경주시 천북면(4713038000),5686,
경상북도 경주시 중부동(4713051500),5460,
경상북도 경주시 황오동(4713053000),6791,
경상북도 경주시 성건동(4713055000),14265,
경상북도 경주시 황남동(4713057000),4983,
경상북도 경주시 선도동(4713059000),15076,
경상북도 경주시 월성동(4713060500),5973,
경상북도 경주시 용강동(4713061500),21577,
경상북도 경주시 황성동(4713062100),29410,
경상북도 경주시 동천동(4713063000),23244,
경상북도 경주시 불국동(4713065000),9744,
경상북도 경주시 보덕동(4713066000),1820,
경상북도 김천시 (4715000000),140418,
경상북도 김천시 아포읍(4715025000),7193,
경상북도 김천시 농소면(4715031000),3003,
경상북도 김천시 남면(4715032000),3165,
경상북도 김천시 개령면(4715034000),2503,
경상북도 김천시 감문면(4715035000),3364,
경상북도 김천시 어모면(4715036000),4153,
경상북도 김천시 봉산면(4715037000),3221,
경상북도 김천시 대항면(4715038000),3520,
경상북도 김천시 감천면(4715039000),1961,
경상북도 김천시 조마면(4715040000),2274,
경상북도 김천시 구성면(4715041000),2860,
경상북도 김천시 지례면(4715042000),1606,
경상북도 김천시 부항면(4715043000),1297,
경상북도 김천시 대덕면(4715044000),2163,
경상북도 김천시 증산면(4715045000),1064,
경상북도 김천시 자산동(4715051600),6900,
경상북도 김천시 평화남산동(4715053600),7862,
경상북도 김천시 양금동(4715056500),4037,
경상북도 김천시 대신동(4715057500),24749,
경상북도 김천시 대곡동(4715059500),20527,
경상북도 김천시 지좌동(4715061000),10914,
경상북도 김천시 율곡동(4715064000),22082,
경상북도 안동시 (4717000000),159035,
경상북도 안동시 풍산읍(4717025000),6487,
경상북도 안동시 와룡면(4717031000),4154,
경상북도 안동시 북후면(4717032000),3070,
경상북도 안동시 서후면(4717033000),3606,
경상북도 안동시 풍천면(4717034000),5296,
경상북도 안동시 일직면(4717035000),2848,
경상북도 안동시 남후면(4717036000),1857,
경상북도 안동시 남선면(4717037000),2123,
경상북도 안동시 임하면(4717038000),2921,
경상북도 안동시 길안면(4717039000),2736,
경상북도 안동시 임동면(4717040000),1782,
경상북도 안동시 예안면(4717041000),1903,
경상북도 안동시 도산면(4717042000),1656,
경상북도 안동시 녹전면(4717043000),1770,
경상북도 안동시 중구동(4717051000),5176,
경상북도 안동시 명륜동(4717052000),5142,
경상북도 안동시 용상동(4717055500),22445,
경상북도 안동시 서구동(4717058500),9312,
경상북도 안동시 태화동(4717060000),13552,
경상북도 안동시 평화동(4717062000),6549,
경상북도 안동시 안기동(4717063000),6428,
경상북도 안동시 옥동(4717065000),22189,
경상북도 안동시 송하동(4717066000),15694,
경상북도 안동시 강남동(4717069000),10339,
경상북도 구미시 (4719000000),418205,
경상북도 구미시 선산읍(4719025000),15270,
경상북도 구미시 고아읍(4719025300),36936,
경상북도 구미시 무을면(4719031000),1892,
경상북도 구미시 옥성면(4719032000),1766,
경상북도 구미시 도개면(4719033000),2257,
경상북도 구미시 해평면(4719034000),4190,
경상북도 구미시 산동면(4719035000),26109,
경상북도 구미시 장천면(4719036000),3247,
경상북도 구미시 송정동(4719051000),16334,
경상북도 구미시 원평1동(4719052000),3898,
경상북도 구미시 원평2동(4719053000),3387,
경상북도 구미시 도량동(4719055100),30648,
경상북도 구미시 지산동(4719055500),2311,
경상북도 구미시 선주원남동(4719056500),47562,
경상북도 구미시 형곡1동(4719058200),15297,
경상북도 구미시 형곡2동(4719058300),17662,
경상북도 구미시 신평1동(4719059000),3360,
경상북도 구미시 신평2동(4719060000),3332,
경상북도 구미시 비산동(4719061000),6375,
경상북도 구미시 공단1동(4719062100),6806,
경상북도 구미시 공단2동(4719062200),4523,
경상북도 구미시 광평동(4719063000),4544,
경상북도 구미시 상모사곡동(4719064500),29091,
경상북도 구미시 임오동(4719066000),19813,
경상북도 구미시 인동동(4719067000),49185,
경상북도 구미시 진미동(4719068000),16096,
경상북도 구미시 양포동(4719069000),46314,
경상북도 영주시 (4721000000),104418,
경상북도 영주시 풍기읍(4721025000),10706,
경상북도 영주시 이산면(4721031000),2428,
경상북도 영주시 평은면(4721032000),1446,
경상북도 영주시 문수면(4721033000),1992,
경상북도 영주시 장수면(4721034000),2234,
경상북도 영주시 안정면(4721035000),3105,
경상북도 영주시 봉현면(4721036000),2824,
경상북도 영주시 순흥면(4721037000),2049,
경상북도 영주시 단산면(4721038000),1935,
경상북도 영주시 부석면(4721039000),3167,
경상북도 영주시 상망동(4721051000),8124,
경상북도 영주시 하망동(4721052500),6231,
경상북도 영주시 영주1동(4721055000),4180,
경상북도 영주시 영주2동(4721056000),3640,
경상북도 영주시 휴천1동(4721059000),6736,
경상북도 영주시 휴천2동(4721060000),8377,
경상북도 영주시 휴천3동(4721061000),8170,
경상북도 영주시 가흥1동(4721062000),19068,
경상북도 영주시 가흥2동(4721063000),8006,
경상북도 영천시 (4723000000),101828,
경상북도 영천시 금호읍(4723025000),10988,
경상북도 영천시 청통면(4723031000),4227,
경상북도 영천시 신녕면(4723032000),3879,
경상북도 영천시 화산면(4723033000),3225,
경상북도 영천시 화북면(4723034000),2184,
경상북도 영천시 화남면(4723035000),3100,
경상북도 영천시 자양면(4723036000),1167,
경상북도 영천시 임고면(4723037000),4238,
경상북도 영천시 고경면(4723038000),6147,
경상북도 영천시 북안면(4723039000),4444,
경상북도 영천시 대창면(4723040000),3034,
경상북도 영천시 동부동(4723051000),29639,
경상북도 영천시 중앙동(4723052000),9462,
경상북도 영천시 서부동(4723053500),4884,
경상북도 영천시 완산동(4723054000),6923,
경상북도 영천시 남부동(4723055500),4287,
경상북도 상주시 (4725000000),98644,
경상북도 상주시 함창읍(4725025000),6696,
경상북도 상주시 중동면(4725031000),1450,
경상북도 상주시 사벌국면(4725032500),3896,
경상북도 상주시 낙동면(4725033000),3098,
경상북도 상주시 낙동면동부출장소(4725033500),1012,
경상북도 상주시 청리면(4725034000),2723,
경상북도 상주시 공성면(4725035000),4047,
경상북도 상주시 외남면(4725036000),1705,
경상북도 상주시 내서면(4725037000),1997,
경상북도 상주시 모동면(4725038000),2615,
경상북도 상주시 모서면(4725039000),1759,
경상북도 상주시 모서면서부출장소(4725039500),753,
경상북도 상주시 화동면(4725040000),2048,
경상북도 상주시 화서면(4725041000),2816,
경상북도 상주시 화북면(4725042000),1250,
경상북도 상주시 화북면서부출장소(4725042600),341,
경상북도 상주시 외서면(4725043000),2843,
경상북도 상주시 은척면(4725044000),1184,
경상북도 상주시 은척면북부출장소(4725044500),385,
경상북도 상주시 공검면(4725045000),2187,
경상북도 상주시 이안면(4725046000),2090,
경상북도 상주시 화남면(4725047000),855,
경상북도 상주시 남원동(4725052000),12554,
경상북도 상주시 북문동(4725053000),9365,
경상북도 상주시 계림동(4725054000),7812,
경상북도 상주시 동문동(4725055000),8189,
경상북도 상주시 동성동(4725056000),3772,
경상북도 상주시 신흥동(4725057000),9202,
경상북도 문경시 (4728000000),71382,
경상북도 문경시 문경읍(4728025000),5813,
경상북도 문경시 문경읍갈평출장소(4728025100),1109,
경상북도 문경시 가은읍(4728025300),3164,
경상북도 문경시 가은읍북부출장소(4728025400),822,
경상북도 문경시 영순면(4728031000),2538,
경상북도 문경시 산양면(4728032000),3053,
경상북도 문경시 호계면(4728033000),2453,
경상북도 문경시 산북면(4728034000),2744,
경상북도 문경시 동로면(4728035000),1897,
경상북도 문경시 마성면(4728036000),3569,
경상북도 문경시 농암면(4728037000),2598,
경상북도 문경시 점촌1동(4728057000),5891,
경상북도 문경시 점촌2동(4728058000),7100,
경상북도 문경시 점촌3동(4728059000),9193,
경상북도 문경시 점촌4동(4728060000),3132,
경상북도 문경시 점촌5동(4728061000),16306,
경상북도 경산시 (4729000000),263375,
경상북도 경산시 하양읍(4729025000),25914,
경상북도 경산시 진량읍(4729025300),36368,
경상북도 경산시 압량읍(4729025600),20967,
경상북도 경산시 와촌면(4729031000),6126,
경상북도 경산시 자인면(4729033000),5588,
경상북도 경산시 용성면(4729034000),3405,
경상북도 경산시 남산면(4729035000),3804,
경상북도 경산시 남천면(4729037000),3076,
경상북도 경산시 중방동(4729051000),10190,
경상북도 경산시 중앙동(4729052000),6708,
경상북도 경산시 남부동(4729053000),20449,
경상북도 경산시 서부1동(4729054100),37323,
경상북도 경산시 서부2동(4729054200),30097,
경상북도 경산시 북부동(4729055000),16052,
경상북도 경산시 동부동(4729056000),37308,
경상북도 군위군 (4772000000),23534,
경상북도 군위군 군위읍(4772025000),8292,
경상북도 군위군 소보면(4772031000),2284,
경상북도 군위군 효령면(4772032000),3817,
경상북도 군위군 부계면(4772033000),2037,
경상북도 군위군 우보면(4772034000),2080,
경상북도 군위군 의흥면(4772035000),2449,
경상북도 군위군 산성면(4772036000),1209,
경상북도 군위군 고로면(4772037000),1366,
경상북도 의성군 (4773000000),52236,
경상북도 의성군 의성읍(4773025000),13601,
경상북도 의성군 단촌면(4773031000),1977,
경상북도 의성군 점곡면(4773032000),1634,
경상북도 의성군 옥산면(4773033000),1835,
경상북도 의성군 사곡면(4773034000),1582,
경상북도 의성군 춘산면(4773035000),1492,
경상북도 의성군 가음면(4773036000),1470,
경상북도 의성군 금성면(4773037000),4376,
경상북도 의성군 봉양면(4773038000),3958,
경상북도 의성군 비안면(4773039000),2562,
경상북도 의성군 구천면(4773040000),1829,
경상북도 의성군 단밀면(4773041000),1800,
경상북도 의성군 단북면(4773042000),1825,
경상북도 의성군 안계면(4773043000),4604,
경상북도 의성군 다인면(4773044000),3869,
경상북도 의성군 신평면(4773045000),797,
경상북도 의성군 안평면(4773046000),2184,
경상북도 의성군 안사면(4773047000),841,
경상북도 청송군 (4775000000),25291,
경상북도 청송군 청송읍(4775025000),5281,
경상북도 청송군 주왕산면(4775031500),1881,
경상북도 청송군 부남면(4775032000),2503,
경상북도 청송군 현동면(4775033000),2093,
경상북도 청송군 현서면(4775034000),2542,
경상북도 청송군 안덕면(4775035000),2628,
경상북도 청송군 파천면(4775036000),1805,
경상북도 청송군 진보면(4775037000),6558,
경상북도 영양군 (4776000000),16844,
경상북도 영양군 영양읍(4776025000),7364,
경상북도 영양군 입암면(4776031000),2166,
경상북도 영양군 청기면(4776032000),1727,
경상북도 영양군 일월면(4776033000),1795,
경상북도 영양군 수비면(4776034000),1694,
경상북도 영양군 석보면(4776035000),2098,
경상북도 영덕군 (4777000000),36845,
경상북도 영덕군 영덕읍(4777025000),11237,
경상북도 영덕군 강구면(4777031000),6351,
경상북도 영덕군 남정면(4777032000),2391,
경상북도 영덕군 달산면(4777033000),1153,
경상북도 영덕군 지품면(4777034000),1478,
경상북도 영덕군 지품면원전출장소(4777034500),541,
경상북도 영덕군 축산면(4777035000),952,
경상북도 영덕군 축산면축산출장소(4777035500),1756,
경상북도 영덕군 영해면(4777036000),6466,
경상북도 영덕군 병곡면(4777037000),2822,
경상북도 영덕군 창수면(4777038000),1698,
경상북도 청도군 (4782000000),42684,
경상북도 청도군 화양읍(4782025000),7176,
경상북도 청도군 화양읍남성현출장(4782025100),1126,
경상북도 청도군 청도읍(4782025300),10467,
경상북도 청도군 청도읍유호출장소(4782025400),1632,
경상북도 청도군 각남면(4782031000),2166,
경상북도 청도군 풍각면(4782032000),3991,
경상북도 청도군 각북면(4782033000),2255,
경상북도 청도군 이서면(4782034000),4559,
경상북도 청도군 운문면(4782035000),2127,
경상북도 청도군 금천면(4782036000),3365,
경상북도 청도군 매전면(4782037000),3820,
경상북도 고령군 (4783000000),31910,
경상북도 고령군 대가야읍(4783025300),10229,
경상북도 고령군 덕곡면(4783031000),1452,
경상북도 고령군 운수면(4783032000),1906,
경상북도 고령군 성산면(4783033000),2623,
경상북도 고령군 다산면(4783034000),8604,
경상북도 고령군 개진면(4783035000),2002,
경상북도 고령군 우곡면(4783036000),1614,
경상북도 고령군 쌍림면(4783037000),3480,
경상북도 성주군 (4784000000),43627,
경상북도 성주군 성주읍(4784025000),13873,
경상북도 성주군 선남면(4784031000),6208,
경상북도 성주군 용암면(4784032000),3718,
경상북도 성주군 수륜면(4784033000),3104,
경상북도 성주군 가천면(4784034000),1987,
경상북도 성주군 금수면(4784035000),1181,
경상북도 성주군 대가면(4784036000),2454,
경상북도 성주군 벽진면(4784037000),3131,
경상북도 성주군 초전면(4784038000),4560,
경상북도 성주군 월항면(4784039000),3411,
경상북도 칠곡군 (4785000000),115780,
경상북도 칠곡군 왜관읍(4785025000),33752,
경상북도 칠곡군 북삼읍(4785025300),23739,
경상북도 칠곡군 석적읍(4785025600),31519,
경상북도 칠곡군 지천면(4785031000),4327,
경상북도 칠곡군 동명면(4785032000),5494,
경상북도 칠곡군 가산면(4785033000),3506,
경상북도 칠곡군 약목면(4785036000),10154,
경상북도 칠곡군 기산면(4785037000),3289,
경상북도 예천군 (4790000000),55572,
경상북도 예천군 예천읍(4790025000),15100,
경상북도 예천군 용문면(4790031000),2376,
경상북도 예천군 감천면(4790034000),2689,
경상북도 예천군 보문면(4790035000),1704,
경상북도 예천군 호명면(4790036000),18551,
경상북도 예천군 유천면(4790037000),2534,
경상북도 예천군 용궁면(4790038000),2491,
경상북도 예천군 개포면(4790039000),1552,
경상북도 예천군 지보면(4790040000),2783,
경상북도 예천군 풍양면(4790041000),3234,
경상북도 예천군 효자면(4790042000),1179,
경상북도 예천군 은풍면(4790043000),1379,
경상북도 봉화군 (4792000000),31889,
경상북도 봉화군 봉화읍(4792025000),10139,
경상북도 봉화군 물야면(4792031000),3178,
경상북도 봉화군 봉성면(4792032000),2162,
경상북도 봉화군 법전면(4792033000),2046,
경상북도 봉화군 춘양면(4792034000),4456,
경상북도 봉화군 소천면(4792035000),2251,
경상북도 봉화군 재산면(4792036000),1565,
경상북도 봉화군 명호면(4792037000),2268,
경상북도 봉화군 상운면(4792038000),1770,
경상북도 봉화군 석포면(4792039000),2054,
경상북도 울진군 (4793000000),48834,
경상북도 울진군 울진읍(4793025000),14080,
경상북도 울진군 평해읍(4793025300),2883,
경상북도 울진군 북면(4793031000),6638,
경상북도 울진군 북면하당출장소(4793031500),709,
경상북도 울진군 근남면(4793033000),2769,
경상북도 울진군 기성면(4793035000),2604,
경상북도 울진군 온정면(4793036000),1766,
경상북도 울진군 죽변면(4793037000),6505,
경상북도 울진군 후포면(4793038000),7548,
경상북도 울진군 금강송면(4793039000),1277,
경상북도 울진군 매화면(4793040000),2055,
경상북도 울릉군 (4794000000),9269,
경상북도 울릉군 울릉읍(4794025000),6562,
경상북도 울릉군 서면(4794031000),882,
경상북도 울릉군 서면태하출장소(4794031500),477,
경상북도 울릉군 북면(4794032000),1348,
경상남도  (4800000000),3353380,
경상남도 창원시 (4812000000),1041553,
경상남도 창원시 의창구 (4812100000),262241,
경상남도 창원시 의창구 동읍(4812125000),20477,
경상남도 창원시 의창구 북면(4812131000),42606,
경상남도 창원시 의창구 대산면(4812132000),7372,
경상남도 창원시 의창구 의창동(4812151000),50440,
경상남도 창원시 의창구 팔룡동(4812152000),36323,
경상남도 창원시 의창구 명곡동(4812153000),43511,
경상남도 창원시 의창구 봉림동(4812154000),30864,
경상남도 창원시 의창구 용지동(4812155000),30648,
경상남도 창원시 성산구 (4812300000),217948,
경상남도 창원시 성산구 반송동(4812351000),42589,
경상남도 창원시 성산구 중앙동(4812352000),23174,
경상남도 창원시 성산구 상남동(4812353000),28674,
경상남도 창원시 성산구 사파동(4812354000),46518,
경상남도 창원시 성산구 가음정동(4812355000),41907,
경상남도 창원시 성산구 성주동(4812356000),26971,
경상남도 창원시 성산구 웅남동(4812357000),8115,
경상남도 창원시 마산합포구 (4812500000),175504,
경상남도 창원시 마산합포구 구산면(4812531000),4392,
경상남도 창원시 마산합포구 진동면(4812532000),12530,
경상남도 창원시 마산합포구 진북면(4812533000),3670,
경상남도 창원시 마산합포구 진전면(4812534000),4028,
경상남도 창원시 마산합포구 현동(4812551000),14546,
경상남도 창원시 마산합포구 가포동(4812552000),672,
경상남도 창원시 마산합포구 월영동(4812553000),32563,
경상남도 창원시 마산합포구 문화동(4812554000),11618,
경상남도 창원시 마산합포구 반월중앙동(4812556500),15415,
경상남도 창원시 마산합포구 완월동(4812557000),9606,
경상남도 창원시 마산합포구 자산동(4812558000),11265,
경상남도 창원시 마산합포구 교방동(4812561000),14697,
경상남도 창원시 마산합포구 오동동(4812563000),20327,
경상남도 창원시 마산합포구 합포동(4812564000),7122,
경상남도 창원시 마산합포구 산호동(4812565000),13053,
경상남도 창원시 마산회원구 (4812700000),193101,
경상남도 창원시 마산회원구 내서읍(4812725000),66171,
경상남도 창원시 마산회원구 회원1동(4812751000),11025,
경상남도 창원시 마산회원구 회원2동(4812752000),7681,
경상남도 창원시 마산회원구 석전동(4812754500),17102,
경상남도 창원시 마산회원구 회성동(4812755000),6564,
경상남도 창원시 마산회원구 양덕1동(4812756000),11627,
경상남도 창원시 마산회원구 양덕2동(4812757000),32379,
경상남도 창원시 마산회원구 합성1동(4812758000),9660,
